%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
0.635	1137	1137	2178764	7.03	NA	0	no rank	unclassified
99.36	177911	2	38356	633	1.138e-06	1	no rank	root
99.25	177711	1	36081	671	1.081e-06	131567	no rank	  cellular organisms
98.91	177088	514	34944	690	1.168e-06	2	superkingdom	    Bacteria
75.23	134700	165	19038	592	1.681e-06	1783272	clade	      Terrabacteria group
72.11	129114	3164	14225	725	3.367e-06	1239	phylum	        Firmicutes
62.95	112717	104	9124	926	9.484e-06	186801	class	          Clostridia
62.83	112494	12590	8846	945	1.023e-05	186802	order	            Eubacteriales
27.79	49752	1683	2237	1.71e+03	2.022e-05	216572	family	              Oscillospiraceae
10.5	18796	5264	248	7.89e+03	5.581e-05	2892396	genus	                Vescimonas
7.514	13453	13453	92	1.16e+04	4.272e-05	2714353	species	                  Vescimonas fastidiosa
0.04412	79	79	88	26.4	4.037e-05	2714355	species	                  Vescimonas coprocola
8.104	14510	277	273	1.26e+03	2.903e-05	1263	genus	                Ruminococcus
3.621	6483	0	29	4.47e+03	6.809e-06	1264	species	                  Ruminococcus albus
3.621	6483	6483	29	4.47e+03	6.809e-06	697329	strain	                    Ruminococcus albus 7 = DSM 20455
2.765	4950	4950	86	963	3.026e-05	1160721	species	                  Ruminococcus bicirculans
1.564	2800	2800	120	359	5.214e-05	2564099	species	                  Ruminococcus bovis
2.31	4136	0	144	1.03e+03	6.161e-05	2842531	genus	                Solibaculum
2.31	4136	4136	144	1.03e+03	6.161e-05	2780922	species	                  Solibaculum mannosilyticum
1.863	3336	2649	379	977	1.414e-05	216851	genus	                Faecalibacterium
0.3826	685	685	144	97.6	1.663e-05	853	species	                  Faecalibacterium prausnitzii
0.001117	2	0	15	1.47	1.424e-06	2646395	no rank	                  unclassified Faecalibacterium
0.001117	2	2	6	2	3.898e-06	2929492	species	                    Faecalibacterium sp. I3333
1.132	2026	295	69	249	6.123e-06	35829	genus	                Acetivibrio
0.9645	1727	1727	37	328	1.183e-05	1677857	species	                  Acetivibrio saccincola
0.002234	4	0	12	8.83	2.767e-06	288965	species	                  Acetivibrio clariflavus
0.002234	4	4	12	8.83	2.767e-06	720554	strain	                    Acetivibrio clariflavus DSM 19732
0.8299	1486	0	145	728	1.924e-05	946234	genus	                Flavonifractor
0.8299	1486	1486	145	728	1.924e-05	292800	species	                  Flavonifractor plautii
0.8188	1466	0	139	441	3.332e-05	1905344	genus	                Ruthenibacterium
0.8188	1466	1466	139	441	3.332e-05	1550024	species	                  Ruthenibacterium lactatiformans
0.5194	930	0	43	284	1.335e-05	244127	genus	                Anaerotruncus
0.5194	930	930	43	284	1.335e-05	169435	species	                  Anaerotruncus colihominis
0.3262	584	185	89	272	1.808e-05	2834348	genus	                Caproicibacterium
0.205	367	367	49	250	2.458e-05	2666138	species	                  Caproicibacterium lactatifermentans
0.01787	32	32	14	23.6	4.809e-06	2766537	species	                  Caproicibacterium amylolyticum
0.215	385	0	69	28	3.975e-05	1637257	genus	                Mageeibacillus
0.215	385	0	69	28	3.975e-05	884684	species	                  Mageeibacillus indolicus
0.215	385	385	69	28	3.975e-05	699246	strain	                    Mageeibacillus indolicus UPII9-5
0.1134	203	0	38	150	1.273e-05	253238	genus	                Ethanoligenens
0.1134	203	203	38	150	1.273e-05	253239	species	                  Ethanoligenens harbinense
0.06088	109	0	140	19.9	4.38e-05	2892397	genus	                Pusillibacter
0.06088	109	109	140	19.9	4.38e-05	2714358	species	                  Pusillibacter faecalis
0.0296	53	0	140	31.9	4.381e-05	2591381	genus	                Dysosmobacter
0.0296	53	53	140	31.9	4.381e-05	2093857	species	                  Dysosmobacter welbionis
0.02457	44	0	32	32.4	1.914e-05	236752	genus	                Fastidiosipila
0.02457	44	44	32	32.4	1.914e-05	236753	species	                  Fastidiosipila sanguinis
0.002234	4	0	4	11	1.196e-06	2304691	genus	                Thermoclostridium
0.002234	4	4	4	11	1.196e-06	1510	species	                  Thermoclostridium stercorarium
0.0005585	1	0	8	1	1.822e-06	2304693	genus	                Pseudoclostridium
0.0005585	1	1	8	1	1.822e-06	84032	species	                  Pseudoclostridium thermosuccinogenes
17.63	31571	7520	2741	597	1.474e-05	186803	family	              Lachnospiraceae
4.031	7218	6706	317	1.3e+03	9.139e-06	572511	genus	                Blautia
0.2698	483	483	60	31.1	1.988e-05	1912897	species	                  Blautia argi
0.01508	27	27	62	2.95	7.306e-06	33035	species	                  Blautia producta
0.001117	2	2	1	3	2.942e-07	2779518	species	                  Blautia liquoris
1.862	3334	1	146	316	5.484e-06	1506553	genus	                Lachnoclostridium
1.1	1969	1969	32	878	6.649e-06	89153	species	                  [Clostridium] hylemonae
0.5842	1046	1046	97	177	1.233e-05	29347	species	                  [Clostridium] scindens
0.1754	314	0	9	94.2	1.889e-06	66219	species	                  Lachnoclostridium phytofermentans
0.1754	314	314	9	94.2	1.889e-06	357809	strain	                    Lachnoclostridium phytofermentans ISDg
