%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
1.453	3463	3463	7331621	3.56	NA	0	no rank	unclassified
98.55	234833	2	38195	694	1.133e-06	1	no rank	root
98.53	234804	0	36536	726	1.094e-06	131567	no rank	  cellular organisms
98.53	234800	1820	36464	727	1.219e-06	2	superkingdom	    Bacteria
80.86	192690	174	20994	624	1.854e-06	1783272	clade	      Terrabacteria group
79.29	188948	1448	15277	813	3.615e-06	1239	phylum	        Firmicutes
75.43	179754	35	9739	1.12e+03	1.012e-05	186801	class	          Clostridia
75.4	179664	4471	9503	1.14e+03	1.099e-05	186802	order	            Eubacteriales
46.36	110466	23198	2976	1.52e+03	1.6e-05	186803	family	              Lachnospiraceae
9.915	23626	77	103	489	6.326e-06	1843210	genus	                Anaerocolumna
9.774	23292	23292	19	2.54e+03	3.582e-06	433286	species	                  Anaerocolumna cellulosilytica
0.05875	140	140	14	64.3	2.59e-06	2696063	species	                  Anaerocolumna sedimenticola
0.0491	117	117	63	4.19	1.133e-05	1727145	species	                  Anaerocolumna chitinilytica
9.787	23321	21176	375	2.96e+03	1.081e-05	572511	genus	                Blautia
0.8447	2013	2013	99	550	3.281e-05	1912897	species	                  Blautia argi
0.02938	70	70	54	9.02	6.363e-06	33035	species	                  Blautia producta
0.01343	32	32	21	12.2	6.179e-06	2779518	species	                  Blautia liquoris
0.01259	30	30	16	16.7	7.844e-06	1737424	species	                  Blautia massiliensis
3.397	8095	0	101	1.01e+03	3.282e-05	1769710	genus	                Sellimonas
3.397	8095	8095	101	1.01e+03	3.282e-05	1653434	species	                  Sellimonas intestinalis
3.116	7425	0	219	309	3.724e-05	33042	genus	                Coprococcus
3.074	7326	7326	107	620	3.645e-05	410072	species	                  Coprococcus comes
0.04154	99	0	112	10.9	3.807e-05	33043	species	                  Coprococcus eutactus
0.04154	99	99	112	10.9	3.807e-05	411474	strain	                    Coprococcus eutactus ATCC 27759
2.997	7141	1992	109	994	1.06e-05	841	genus	                Roseburia
1.972	4700	0	12	1.63e+03	3.694e-06	166486	species	                  Roseburia intestinalis
1.972	4700	4700	12	1.63e+03	3.694e-06	536231	strain	                    Roseburia intestinalis L1-82
0.1884	449	449	30	340	9.352e-06	301301	species	                  Roseburia hominis
1.469	3501	3334	97	1.59e+03	8.124e-06	830	genus	                Butyrivibrio
0.03987	95	95	39	6.23	9.095e-06	831	species	                  Butyrivibrio fibrisolvens
0.02979	71	71	4	44.5	1.206e-06	185008	species	                  Butyrivibrio hungatei
0.0004196	1	0	1	3	2.334e-07	43305	species	                  Butyrivibrio proteoclasticus
0.0004196	1	1	1	3	2.334e-07	515622	strain	                    Butyrivibrio proteoclasticus B316
1.414	3369	376	297	619	2.764e-05	207244	genus	                Anaerostipes
1.034	2464	2464	130	1.18e+03	4.443e-05	649756	species	                  Anaerostipes hadrus
0.1855	442	442	84	22.4	1.94e-05	105841	species	                  Anaerostipes caccae
0.03651	87	87	37	6.22	1.087e-05	1229621	species	                  Anaerostipes rhamnosivorans
0.8372	1995	0	172	459	6.46e-06	1506553	genus	                Lachnoclostridium
0.5938	1415	1415	58	812	1.205e-05	89153	species	                  [Clostridium] hylemonae
0.2312	551	551	97	320	1.233e-05	29347	species	                  [Clostridium] scindens
0.007134	17	0	6	22.8	1.259e-06	66219	species	                  Lachnoclostridium phytofermentans
0.007134	17	17	6	22.8	1.259e-06	357809	strain	                    Lachnoclostridium phytofermentans ISDg
0.005036	12	12	11	59.2	3.381e-06	1871021	species	                  Lachnoclostridium phocaeense
0.8066	1922	0	77	659	2.882e-05	1164882	genus	                Lachnoanaerobaculum
0.8066	1922	1922	77	659	2.882e-05	617123	species	                  Lachnoanaerobaculum umeaense
0.7205	1717	0	153	844	4.817e-05	2569097	genus	                Anaerobutyricum
0.7205	1717	1717	153	844	4.817e-05	39488	species	                  Anaerobutyricum hallii
0.7193	1714	0	184	404	6.716e-05	28050	genus	                Lachnospira
0.7193	1714	1714	184	404	6.716e-05	39485	species	                  Lachnospira eligens
0.2648	631	630	50	188	7.497e-06	698776	genus	                Cellulosilyticum
0.0004196	1	0	2	2.5	9.972e-07	29360	species	                  Cellulosilyticum lentocellum
0.0004196	1	1	2	2.5	9.972e-07	642492	strain	                    Cellulosilyticum lentocellum DSM 5427
0.2451	584	0	79	265	2.42e-05	2944193	genus	                Simiaoa
0.2451	584	584	79	265	2.42e-05	2763672	species	                  Simiaoa sunii
0.2186	521	0	84	117	1.822e-05	2316020	genus	                Mediterraneibacter
0.2186	521	521	84	117	1.822e-05	33038	species	                  [Ruminococcus] gnavus
0.2048	488	0	50	139	1.638e-05	2039240	genus	                Anaerotignum
0.2048	488	0	50	139	1.638e-05	28446	species	                  Anaerotignum propionicum
0.2048	488	488	50	139	1.638e-05	991789	strain	                    Anaerotignum propionicum DSM 1682
0.1364	325	0	65	51.3	3.369e-05	1506577	genus	                Tyzzerella
0.1364	325	325	65	51.3	3.369e-05	36835	species	                  [Clostridium] colinum
0.09064	216	0	47	35.8	1.043e-05	2719231	genus	                Lacrimispora
0.09064	216	0	47	35.8	1.043e-05	84030	species	                  Lacrimispora saccharolytica
0.09064	216	216	47	35.8	1.043e-05	610130	strain	                    [Clostridium] saccharolyticum WM1
0.08938	213	0	30	24.5	8.758e-06	46205	genus	                Pseudobutyrivibrio
0.08938	213	213	30	24.5	8.758e-06	185007	species	                  Pseudobutyrivibrio xylanivorans
0.08603	205	0	84	109	2.199e-05	2944198	genus	                Wansuia
0.08603	205	205	84	109	2.199e-05	2763667	species	                  Wansuia hejianensis
0.08015	191	0	88	37.4	2.966e-05	2944195	genus	                Qiania
0.08015	191	191	88	37.4	2.966e-05	2763669	species	                  Qiania dongpingensis
