%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
1.925	4846	4846	7841801	3.38	NA	0	no rank	unclassified
98.07	246894	2	39049	746	1.159e-06	1	no rank	root
98.03	246788	0	36457	799	1.092e-06	131567	no rank	  cellular organisms
98.03	246787	1918	36374	801	1.216e-06	2	superkingdom	    Bacteria
60.87	153230	1221	20438	439	1.805e-06	1783272	clade	      Terrabacteria group
57.21	144014	895	14321	559	3.389e-06	1239	phylum	        Firmicutes
53.19	133907	36	8434	759	8.767e-06	186801	class	          Clostridia
53.16	133823	3242	8270	773	9.562e-06	186802	order	            Eubacteriales
30.6	77024	32494	2753	981	1.48e-05	186803	family	              Lachnospiraceae
9.129	22982	17502	406	551	1.17e-05	572511	genus	                Blautia
1.834	4617	4617	106	454	3.513e-05	1912897	species	                  Blautia argi
0.2769	697	697	30	78.3	8.827e-06	2779518	species	                  Blautia liquoris
0.04568	115	115	69	20.1	8.13e-06	33035	species	                  Blautia producta
0.02026	51	51	16	29.9	7.844e-06	1737424	species	                  Blautia massiliensis
2.461	6196	0	193	470	7.249e-06	1506553	genus	                Lachnoclostridium
1.779	4479	4479	97	451	1.233e-05	29347	species	                  [Clostridium] scindens
0.6745	1698	1698	44	1.04e+03	9.142e-06	89153	species	                  [Clostridium] hylemonae
0.004767	12	12	8	118	2.459e-06	1871021	species	                  Lachnoclostridium phocaeense
0.002383	6	0	5	9.8	1.049e-06	66219	species	                  Lachnoclostridium phytofermentans
0.002383	6	6	5	9.8	1.049e-06	357809	strain	                    Lachnoclostridium phytofermentans ISDg
0.0003972	1	0	39	1	6.597e-06	2608895	no rank	                  unclassified Lachnoclostridium
0.0003972	1	1	39	1	6.597e-06	1834196	species	                    Lachnoclostridium sp. YL32
2.038	5130	0	153	2.18e+03	4.817e-05	2569097	genus	                Anaerobutyricum
2.038	5130	5130	153	2.18e+03	4.817e-05	39488	species	                  Anaerobutyricum hallii
0.7647	1925	0	101	220	3.282e-05	1769710	genus	                Sellimonas
0.7647	1925	1925	101	220	3.282e-05	1653434	species	                  Sellimonas intestinalis
0.6793	1710	0	24	383	7.288e-06	2888809	genus	                Novisyntrophococcus
0.6793	1710	1710	24	383	7.288e-06	2068655	species	                  Novisyntrophococcus fermenticellae
0.4731	1191	269	301	116	2.801e-05	207244	genus	                Anaerostipes
0.1799	453	453	129	161	4.409e-05	649756	species	                  Anaerostipes hadrus
0.1716	432	432	84	36.8	1.94e-05	105841	species	                  Anaerostipes caccae
0.0147	37	37	42	19.9	1.234e-05	1229621	species	                  Anaerostipes rhamnosivorans
0.464	1168	1	144	87.5	2.449e-05	33042	genus	                Coprococcus
0.4453	1121	1121	107	114	3.645e-05	410072	species	                  Coprococcus comes
0.01827	46	0	37	12.2	1.258e-05	33043	species	                  Coprococcus eutactus
0.01827	46	46	37	12.2	1.258e-05	411474	strain	                    Coprococcus eutactus ATCC 27759
0.3023	761	0	80	93.8	2.994e-05	1164882	genus	                Lachnoanaerobaculum
0.3023	761	761	80	93.8	2.994e-05	617123	species	                  Lachnoanaerobaculum umeaense
0.2975	749	17	53	38.8	3.255e-06	1843210	genus	                Anaerocolumna
0.2487	626	626	18	73.3	3.394e-06	433286	species	                  Anaerocolumna cellulosilytica
0.02661	67	67	13	36.5	2.405e-06	2696063	species	                  Anaerocolumna sedimenticola
0.01549	39	39	15	10.8	2.698e-06	1727145	species	                  Anaerocolumna chitinilytica
0.1855	467	0	48	66.8	1.065e-05	2719231	genus	                Lacrimispora
0.1855	467	0	48	66.8	1.065e-05	84030	species	                  Lacrimispora saccharolytica
0.1855	467	467	48	66.8	1.065e-05	610130	strain	                    [Clostridium] saccharolyticum WM1
0.1668	420	92	109	41.6	1.06e-05	841	genus	                Roseburia
0.1227	309	0	12	82.1	3.694e-06	166486	species	                  Roseburia intestinalis
0.1227	309	309	12	82.1	3.694e-06	536231	strain	                    Roseburia intestinalis L1-82
0.007547	19	19	30	6.9	9.352e-06	301301	species	                  Roseburia hominis
0.1239	312	0	84	78.3	2.199e-05	2944198	genus	                Wansuia
0.1239	312	312	84	78.3	2.199e-05	2763667	species	                  Wansuia hejianensis
0.1152	290	290	39	124	5.848e-06	698776	genus	                Cellulosilyticum
0.1077	271	0	89	22.9	3.248e-05	28050	genus	                Lachnospira
