%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
0.001978	1	1	2560334	4.19	NA	0	no rank	unclassified
100	50564	0	108738	167	3.226e-06	1	no rank	root
99.96	50544	0	107860	163	3.23e-06	131567	no rank	  cellular organisms
99.96	50544	57	107785	163	3.604e-06	2	superkingdom	    Bacteria
80.23	40569	17	42040	214	3.713e-06	1783272	clade	      Terrabacteria group
73.36	37096	18	21805	356	5.16e-06	1239	phylum	        Firmicutes
68.97	34874	3	10714	651	1.114e-05	186801	class	          Clostridia
68.93	34852	173	10161	683	1.175e-05	186802	order	            Eubacteriales
50.27	25419	884	3455	566	1.857e-05	186803	family	              Lachnospiraceae
15.16	7667	7312	450	918	1.297e-05	572511	genus	                Blautia
0.3263	165	0	91	52.8	1.213e-05	2648079	no rank	                  unclassified Blautia
0.3263	165	165	91	52.8	4.478e-05	2479767	species	                    Blautia sp. SC05B48
0.1938	98	98	47	11.2	5.538e-06	33035	species	                  Blautia producta
0.1523	77	77	71	11.5	2.353e-05	1912897	species	                  Blautia argi
0.02373	12	12	16	14.6	7.844e-06	1737424	species	                  Blautia massiliensis
0.005933	3	3	9	2.33	2.648e-06	2779518	species	                  Blautia liquoris
11.3	5713	2228	199	1.43e+03	1.936e-05	841	genus	                Roseburia
6.366	3219	3219	58	2.12e+03	1.808e-05	301301	species	                  Roseburia hominis
0.5261	266	0	43	43.3	1.324e-05	166486	species	                  Roseburia intestinalis
0.5261	266	266	43	43.3	1.324e-05	536231	strain	                    Roseburia intestinalis L1-82
3.635	1838	1604	72	341	4.422e-06	1843210	genus	                Anaerocolumna
0.443	224	224	9	1.23e+03	1.697e-06	433286	species	                  Anaerocolumna cellulosilytica
0.01384	7	7	8	4.75	1.439e-06	1727145	species	                  Anaerocolumna chitinilytica
0.005933	3	3	14	38.8	2.59e-06	2696063	species	                  Anaerocolumna sedimenticola
3.498	1769	10	376	522	3.499e-05	207244	genus	                Anaerostipes
3.459	1749	1749	228	761	7.793e-05	649756	species	                  Anaerostipes hadrus
0.01582	8	8	15	16.2	4.406e-06	1229621	species	                  Anaerostipes rhamnosivorans
0.003955	2	2	98	1.68	2.263e-05	105841	species	                  Anaerostipes caccae
3.115	1575	3	170	130	6.385e-06	1506553	genus	                Lachnoclostridium
3.053	1544	1544	97	219	1.233e-05	29347	species	                  [Clostridium] scindens
0.04351	22	22	22	20.3	4.571e-06	89153	species	                  [Clostridium] hylemonae
0.01187	6	0	29	4.97	6.085e-06	66219	species	                  Lachnoclostridium phytofermentans
0.01187	6	6	29	4.97	6.085e-06	357809	strain	                    Lachnoclostridium phytofermentans ISDg
2.433	1230	0	247	393	9.015e-05	28050	genus	                Lachnospira
2.433	1230	1230	247	393	9.015e-05	39485	species	                  Lachnospira eligens
2.124	1074	0	224	262	3.809e-05	33042	genus	                Coprococcus
1.709	864	864	112	476	3.815e-05	410072	species	                  Coprococcus comes
0.4153	210	0	112	49.3	3.807e-05	33043	species	                  Coprococcus eutactus
0.4153	210	210	112	49.3	3.807e-05	411474	strain	                    Coprococcus eutactus ATCC 27759
2.023	1023	0	115	571	5.96e-05	1506577	genus	                Tyzzerella
2.023	1023	1023	115	571	5.96e-05	36835	species	                  [Clostridium] colinum
1.952	987	0	134	873	4.219e-05	2569097	genus	                Anaerobutyricum
1.952	987	987	134	873	4.219e-05	39488	species	                  Anaerobutyricum hallii
0.7298	369	335	119	43.6	9.966e-06	830	genus	                Butyrivibrio
0.04549	23	23	50	7.84	1.166e-05	831	species	                  Butyrivibrio fibrisolvens
0.02175	11	11	16	14.2	4.825e-06	185008	species	                  Butyrivibrio hungatei
0.6724	340	0	112	294	3.431e-05	2944193	genus	                Simiaoa
0.6724	340	340	112	294	3.431e-05	2763672	species	                  Simiaoa sunii
0.4469	226	0	152	71.1	4.939e-05	1769710	genus	                Sellimonas
0.4469	226	226	152	71.1	4.939e-05	1653434	species	                  Sellimonas intestinalis
0.4292	217	0	67	215	2.325e-05	189330	genus	                Dorea
0.4292	217	217	67	215	2.325e-05	88431	species	                  Dorea longicatena
0.2492	126	0	49	76.9	1.606e-05	2039240	genus	                Anaerotignum
0.2492	126	0	49	76.9	1.606e-05	28446	species	                  Anaerotignum propionicum
0.2492	126	126	49	76.9	1.606e-05	991789	strain	                    Anaerotignum propionicum DSM 1682
0.2274	115	0	26	148	1.039e-05	2944152	genus	                Wujia
0.2274	115	115	26	148	1.039e-05	2763670	species	                  Wujia chipingensis
0.1839	93	0	62	101	2.321e-05	1164882	genus	                Lachnoanaerobaculum
0.1839	93	93	62	101	2.321e-05	617123	species	                  Lachnoanaerobaculum umeaense
0.1365	69	68	149	25.7	2.234e-05	698776	genus	                Cellulosilyticum
0.001978	1	0	2	19.5	9.534e-07	2643091	no rank	                  unclassified Cellulosilyticum
0.001978	1	1	2	19.5	9.534e-07	2497860	species	                    Cellulosilyticum sp. WCF-2
0.06724	34	0	24	116	7.288e-06	2888809	genus	                Novisyntrophococcus
0.06724	34	34	24	116	7.288e-06	2068655	species	                  Novisyntrophococcus fermenticellae
